Ericka,Almeida,7,3,0,0,,66,115,,Orthodox,1989-03-05 00:00:00,1.07,0.39,3.33,0.43,0.5,0.33,0.37,0.0
Estefani,Almeida,7,3,0,0,,64,125,,Orthodox,1988-10-17 00:00:00,3.13,0.37,6.07,0.42,0.0,0.0,0.0,0.0
Mauricio,Alonso,13,7,0,1,,74,170,,,1980-02-27 00:00:00,5.74,0.34,1.91,0.67,0.0,0.0,0.0,0.0
Sarah,Alpar,9,5,0,0,Too Sweet,64,135,63,Southpaw,1991-06-01 00:00:00,2.11,0.54,4.76,0.32,2.69,0.28,0.5,0.7
Ali,AlQaisi,8,4,0,0,The Royal Fighter,66,135,68,Orthodox,1990-09-23 00:00:00,2.93,0.41,2.4,0.5,2.0,0.22,0.6,1.0
Rico,Altamirano,4,3,0,0,,70,170,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike,Altman,1,4,0,0,,70,185,,Orthodox,,1.56,0.2,2.08,0.75,0.0,0.0,0.0,0.0
Sean,Alvarez,4,3,0,0,,72,235,,Orthodox,1971-07-14 00:00:00,0.89,0.37,3.25,0.47,0.0,0.0,0.0,0.0
Eddie,Alvarez,29,6,0,1,,69,155,69,Orthodox,1984-01-11 00:00:00,4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5
Jaime,Alvarez,6,1,0,0,,68,125,69,Orthodox,1988-03-08 00:00:00,2.73,0.4,4.53,0.56,1.0,0.33,0.5,0.0
Joel,Alvarez,17,2,0,0,El Fenomeno,75,155,77,Orthodox,1994-03-02 00:00:00,3.03,0.36,3.67,0.53,0.0,0.0,0.0,0.6
Thiago,Alves,23,15,0,0,Pitbull,69,170,70,Orthodox,1983-10-03 00:00:00,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3
Anthony,Alves,1,4,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amilcar,Alves,15,12,0,0,,72,170,,Southpaw,1988-08-08 00:00:00,0.5,0.46,2.02,0.3,0.0,0.0,0.53,0.0
Warlley,Alves,14,4,0,0,,71,170,72,Orthodox,1991-01-04 00:00:00,3.01,0.46,3.69,0.5,1.39,0.52,0.75,1.0
Rafael,Alves,19,9,0,0,The Turn,68,145,68,Orthodox,1990-10-11 00:00:00,2.02,0.45,3.66,0.59,0.0,0.0,1.0,1.9
Sam,Alvey,33,14,0,1,Smile'N,74,205,75,Southpaw,1986-05-06 00:00:00,3.11,0.45,3.22,0.55,0.08,0.16,0.81,0.1
Andre,Amado,6,4,1,0,Dida,72,154,,Orthodox,,2.27,0.24,5.91,0.63,0.0,0.0,0.2,0.0
Adlan,Amagov,14,2,1,0,Borz,74,170,76,Orthodox,1986-10-30 00:00:00,3.29,0.47,0.82,0.78,5.84,0.56,1.0,0.0
Maiara,Amanajas,7,3,0,0,,65,115,,Southpaw,1987-07-11 00:00:00,5.53,0.35,24.47,0.33,0.0,0.0,1.0,0.0
Chris,Amarante,2,0,0,0,,,185,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy,Ambriz,17,21,1,0,The Titan,74,315,,Southpaw,1970-01-26 00:00:00,0.83,0.29,3.76,0.4,3.13,0.57,1.0,0.8
JJ,Ambrose,28,7,0,2,,70,170,,Orthodox,,3.16,0.69,6.32,0.33,0.0,0.0,0.5,0.0
Alen,Amedovski,8,2,0,0,,70,185,74,Orthodox,1988-04-06 00:00:00,0.52,0.28,3.14,0.37,0.0,0.0,0.0,0.0
Makwan,Amirkhani,16,4,0,0,Mr. Finland,70,145,72,Southpaw,1988-11-08 00:00:00,1.55,0.46,2.73,0.5,3.45,0.36,0.57,1.6
Bertrand,Amoussou,1,1,0,0,,68,190,,Orthodox,,6.75,0.39,2.01,0.83,0.0,0.0,0.0,0.0
Karl,Amoussou,27,7,2,0,The Psycho,71,185,,Orthodox,1985-11-21 00:00:00,1.47,0.34,2.67,0.54,0.0,0.0,0.25,1.0
Eryk,Anders,13,5,0,0,Ya Boi,73,185,75,Southpaw,1987-04-21 00:00:00,3.02,0.45,4.18,0.51,1.34,0.34,0.8,0.1
Matt,Andersen,14,8,1,0,,74,230,,Southpaw,1971-05-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy,Anderson,0,1,0,0,The Hammer,66,240,,,1974-07-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lowell,Anderson,0,1,0,0,,66,160,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey,Anderson,14,5,0,0,Overtime,75,205,79,Orthodox,1989-09-22 00:00:00,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0.0
Derek,Anderson,14,3,0,1,Barbaric,72,155,,,1990-02-02 00:00:00,3.97,0.37,3.08,0.61,0.34,0.14,0.6,0.0
Megan,Anderson,11,4,0,0,,72,145,72,Orthodox,1990-02-11 00:00:00,1.82,0.46,2.94,0.38,0.56,0.33,0.53,0.6
Alex,Andrade,10,5,0,0,El Toro,71,200,,Orthodox,1974-05-14 00:00:00,0.2,0.36,2.6,0.53,0.0,0.0,0.25,0.8
Jessica,Andrade,20,8,0,0,Bate Estaca,61,115,62,Orthodox,1991-09-25 00:00:00,6.4,0.49,5.3,0.53,3.02,0.57,0.76,0.4
Viscardi,Andrade,19,6,0,0,,71,170,75,Orthodox,1984-03-08 00:00:00,3.26,0.42,2.77,0.63,1.93,0.5,0.66,0.3
Jermaine,Andre,14,4,0,0,,67,200,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan,Andrews,18,7,0,1,The Villain,73,185,74,Switch,1979-11-15 00:00:00,2.21,0.5,2.72,0.46,2.83,0.5,0.57,0.4
Reese,Andy,7,3,0,0,Riptide,72,205,,Orthodox,1973-03-31 00:00:00,2.87,0.5,3.5,0.58,0.67,0.2,0.4,0.0
Julius,Anglickas,5,1,0,0,,75,205,,Orthodox,1991-07-23 00:00:00,4.62,0.78,1.86,0.5,4.47,0.5,0.6,1.1
Collin,Anglin,8,1,0,0,,69,145,71,Orthodox,1993-02-20 00:00:00,5.87,0.55,3.47,0.58,3.0,0.75,1.0,0.0
Yoji,Anjo,0,5,1,0,Mr. 200%,71,205,,Orthodox,1967-03-28 00:00:00,0.0,0.0,3.13,0.25,0.0,0.0,0.0,0.0
Magomed,Ankalaev,13,1,0,0,,75,205,75,Orthodox,1992-06-02 00:00:00,3.46,0.56,1.24,0.67,0.68,0.33,0.85,0.0
Nina,Ansaroff,10,6,0,0,,65,115,64,Orthodox,1985-12-03 00:00:00,4.81,0.47,3.55,0.54,0.29,0.4,0.77,0.6
Gadzhimurad,Antigulov,20,7,0,0,,71,205,70,Orthodox,1987-02-09 00:00:00,2.89,0.56,4.95,0.24,8.4,0.42,0.0,2.8
Adam,Antolin,12,3,0,0,Captain Chaos,65,125,63,Orthodox,1982-02-28 00:00:00,5.73,0.52,5.0,0.69,0.0,0.0,1.0,0.0
Angelo,Antonio,1,4,0,0,,,205,,Orthodox,,1.09,0.5,7.64,0.5,0.0,0.0,0.0,0.0
Azunna,Anyanwu,14,5,0,0,Zulu,73,251,,Orthodox,1981-08-05 00:00:00,2.47,0.42,2.47,0.69,0.65,1.0,0.0,0.0
Shinsho,Anzai,10,3,0,0,Animal,67,170,70,Orthodox,1985-12-01 00:00:00,3.23,0.58,3.75,0.45,1.83,0.16,0.75,0.0
Shinya,Aoki,39,7,0,1,Tobikan Judan,71,154,,Southpaw,1983-05-09 00:00:00,0.97,0.58,1.25,0.58,2.54,0.41,0.6,4.0
Josh,Appelt,15,7,0,0,,70,255,,Southpaw,1983-06-19 00:00:00,1.35,0.4,11.5,0.32,0.0,0.0,0.33,0.0
Erik,Apple,10,3,0,0,,72,170,,Orthodox,1977-08-26 00:00:00,0.0,0.0,0.54,0.81,0.0,0.0,0.0,8.1
Kenji,Arai,15,15,5,0,,70,145,,Southpaw,1979-10-05 00:00:00,8.79,0.27,10.29,0.39,0.0,0.0,0.0,0.0
Romie,Aram,7,1,0,0,,70,170,,Orthodox,1977-12-02 00:00:00,1.8,0.35,2.83,0.5,2.5,0.62,0.83,0.0
Felipe,Arantes,18,10,1,2,Sertanejo,68,135,73,Orthodox,1988-02-09 00:00:00,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7
Igor,Araujo,25,9,0,1,,73,170,77,Orthodox,1980-12-06 00:00:00,1.52,0.42,2.86,0.49,0.86,0.15,0.22,0.6
Viviane,Araujo,9,2,0,0,Vivi,64,125,68,Orthodox,1986-11-21 00:00:00,4.77,0.5,5.32,0.56,1.88,0.53,0.92,0.0
Julio,Arce,16,4,0,0,,67,145,70,Southpaw,1989-10-27 00:00:00,4.25,0.36,2.87,0.67,0.58,0.3,0.93,0.6
Art,Arciniega,15,7,0,0,King Arthur,68,145,,,1981-10-15 00:00:00,1.53,0.46,2.73,0.51,0.0,0.0,0.5,1.0
Tristan,Arenal,7,4,0,0,,,155,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrei,Arlovski,29,19,0,2,The Pitbull,75,240,77,Orthodox,1979-02-04 00:00:00,3.54,0.44,2.69,0.59,0.5,0.36,0.79,0.3
Joey,Armstrong,5,2,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin,Arnett,16,6,0,0,,72,145,72,Orthodox,1991-10-22 00:00:00,4.52,0.41,6.38,0.62,0.44,0.18,0.57,0.2
Ricardo,Arona,14,5,0,0,The Brazilian Tiger,71,205,,Orthodox,1978-07-17 00:00:00,1.66,0.48,1.15,0.57,2.41,0.48,0.58,1.2
Chalid,Arrab,7,3,0,0,Die Faust,71,205,,Orthodox,1975-05-28 00:00:00,1.56,0.34,1.63,0.56,3.05,0.75,0.37,1.0
Akbarh,Arreola,23,11,1,0,El Caballero,70,155,71,Southpaw,1983-01-14 00:00:00,2.32,0.45,4.01,0.56,1.07,1.0,0.33,0.4
Matt,Arroyo,3,3,0,0,No Regard,70,170,72,Orthodox,1982-09-01 00:00:00,1.62,0.47,2.01,0.58,2.12,0.36,1.0,5.3
Antonio,Arroyo,9,3,0,0,,75,185,73,Orthodox,1989-07-01 00:00:00,3.12,0.69,1.87,0.43,1.95,0.41,0.44,0.4
Gilles,Arsene,1,1,0,0,,69,190,,Southpaw,,0.06,0.1,2.45,0.32,0.0,0.0,0.0,0.0
Veta,Arteaga,3,1,0,0,,67,125,,,,3.2,0.36,1.92,0.65,0.0,0.0,0.4,0.0
Cesar,Arzamendia,8,3,0,0,Goku,71,155,,Orthodox,1991-01-31 00:00:00,5.37,0.45,5.2,0.56,7.32,0.75,0.0,2.4
Teddy,Ash,14,5,0,0,Bear,73,185,73,Switch,1989-12-27 00:00:00,7.27,0.61,6.8,0.28,0.0,0.0,1.0,0.0
Arman,Ashimov,11,3,1,0,Mustafa Ozturik,66,125,,,1992-01-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Askar,Askarov,12,0,1,0,Bullet,66,125,67,Orthodox,1992-10-09 00:00:00,3.2,0.52,2.51,0.55,2.0,0.18,0.64,0.0
Cyril,Asker,9,4,0,0,Silverback,72,247,74,Orthodox,1985-12-24 00:00:00,3.35,0.39,5.82,0.35,4.41,0.62,1.0,0.9
Scott,Askham,14,4,0,0,,75,185,75,Southpaw,1988-05-20 00:00:00,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7
Ben,Askren,19,2,0,1,Funky,71,170,73,Orthodox,1984-07-18 00:00:00,3.64,0.49,5.66,0.36,4.33,0.55,0.0,0.9
Ibo,Aslan,8,0,0,0,The Last Ottoman,75,205,,,1996-04-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Aspinall,8,2,0,0,,77,256,78,Orthodox,1993-04-11 00:00:00,13.33,1.0,4.0,0.66,0.0,0.0,0.0,0.0
Bruno,Assis,8,4,0,0,Brunao,74,185,,Orthodox,1992-05-23 00:00:00,1.27,0.43,3.2,0.36,2.0,0.5,0.66,1.0
Junior,Assuncao,16,6,0,0,,69,145,72,Orthodox,1981-06-24 00:00:00,3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7
Raphael,Assuncao,27,8,0,0,,65,135,66,Orthodox,1982-07-19 00:00:00,3.26,0.4,2.33,0.68,1.48,0.38,0.8,0.3
Bazigit,Atajev,17,1,0,0,Volk,73,230,,Orthodox,,0.87,0.41,3.14,0.49,1.0,0.33,0.0,0.0
Rich,Attonito,10,5,0,0,The Raging Bull,70,170,72,Orthodox,1977-06-16 00:00:00,2.28,0.47,2.13,0.59,0.74,0.37,0.75,0.0
Olivier,Aubin-Mercier,11,5,0,0,The Canadian Gangster,69,155,70,Southpaw,1989-02-23 00:00:00,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5
Pat,Audinwood,11,2,1,0,Awesomely Awesome,72,155,,Orthodox,1986-04-16 00:00:00,1.17,0.12,4.31,0.41,0.8,0.5,0.0,0.0
Jose,Augusto,6,2,0,1,Gugu,75,251,,,1992-03-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus,Aurelio,22,10,0,0,Maximus,70,155,74,Orthodox,1973-08-18 00:00:00,1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3
David,Avellan,2,1,0,0,,69,185,,Orthodox,,3.33,0.25,10.0,0.57,0.0,0.0,0.0,0.0
Blas,Avena,8,7,0,1,The Disciple,72,170,74,Orthodox,1983-06-30 00:00:00,2.34,0.47,3.36,0.43,2.37,0.8,0.5,1.8
Levi,Avera,18,15,0,0,,73,170,,,1982-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Avila,13,5,0,0,,67,145,,,1988-12-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Avila,5,4,0,0,,70,145,,Orthodox,1993-01-16 00:00:00,2.37,0.3,4.17,0.48,0.0,0.0,0.46,0.0
Julia,Avila,8,2,0,0,Raging Panda,67,135,68,Orthodox,1988-05-11 00:00:00,3.1,0.41,2.9,0.54,0.49,0.5,0.6,0.0
Saad,Awad,20,9,0,0,Assassin,71,155,,,1983-06-07 00:00:00,2.13,0.26,1.87,0.6,0.5,0.16,1.0,0.5
Javy,Ayala,10,5,0,0,Eye Candy,73,265,,,1988-08-20 00:00:00,0.83,0.25,5.0,0.33,0.0,0.0,0.0,0.0
Jessin,Ayari,16,5,0,0,,72,155,73,Orthodox,1992-05-31 00:00:00,3.58,0.38,3.4,0.59,0.0,0.0,0.33,0.3
Abu,Azaitar,14,1,1,1,,69,185,76,Orthodox,1986-03-10 00:00:00,3.2,0.37,1.27,0.57,1.0,1.0,0.25,0.0
Ottman,Azaitar,13,0,0,0,Bulldozer,68,155,71,Switch,1990-02-20 00:00:00,8.43,0.57,1.76,0.67,0.0,0.0,1.0,0.0
Luiz,Azeredo,15,10,0,0,,69,154,,Orthodox,1976-06-10 00:00:00,2.16,0.39,2.76,0.57,1.07,0.5,0.45,0.3
Luciano,Azevedo,17,9,1,0,,75,161,,Orthodox,1981-06-25 00:00:00,0.76,0.45,1.97,0.27,2.28,0.11,0.0,0.0
Hunter,Azure,9,1,0,0,,68,145,69,Orthodox,1992-03-02 00:00:00,4.17,0.52,1.99,0.62,2.52,0.45,0.76,1.4
Niklas,Backstrom,11,3,0,1,,73,145,,Orthodox,1989-08-22 00:00:00,1.12,0.41,3.65,0.4,2.92,0.8,0.72,2.2
Seth,Baczynski,20,14,0,0,The Polish Pistola,75,170,75,Orthodox,1981-10-26 00:00:00,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8
Ryan,Bader,23,5,0,0,Darth,74,205,74,Orthodox,1983-06-07 00:00:00,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4
Izabela,Badurek,6,3,0,0,,65,115,,Orthodox,1991-07-11 00:00:00,3.74,0.71,4.9,0.32,1.75,0.12,1.0,0.0
Miguel,Baeza,9,0,0,0,Caramel Thunder,74,170,74,Orthodox,1992-08-23 00:00:00,4.78,0.56,4.67,0.44,0.54,0.33,1.0,1.1
Ali,Bagautinov,15,6,0,0,Puncher,64,125,65,Orthodox,1985-06-10 00:00:00,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3
Mehdi,Baghdad,11,5,0,0,The Sultan,73,155,,Orthodox,1985-04-13 00:00:00,3.13,0.3,4.56,0.46,0.0,0.0,0.33,0.0
Melsik,Baghdasaryan,5,1,0,0,The Gun,69,145,70,Southpaw,1992-01-28 00:00:00,6.8,0.64,3.8,0.53,0.0,0.0,0.75,0.0
Siyar,Bahadurzada,24,8,1,0,The Great,71,170,73,Orthodox,1984-04-17 00:00:00,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3
Ignacio,Bahamondes,10,3,0,0,La Jaula,73,155,,,1997-08-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shamar,Bailey,16,11,0,0,,69,155,75,Southpaw,1982-09-22 00:00:00,1.56,0.2,3.91,0.69,1.5,0.33,0.37,0.0
Jordan,Bailey,6,3,0,0,,69,145,,,,1.74,0.4,0.29,0.0,4.35,1.0,0.0,4.3
Scott,Baker,1,1,0,0,,72,210,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
